,regno,name,account_year,account_type,fys,fye,rpi_fye,income,expend,assets,income_rpi,expend_rpi,assets_rpi,employees,strata_code,strata,ICNPO,Region,LA,AOB,WhyExclude,gc_exclusion,in_sample,assets_source
42997,513855,Montgomeryshire District Trust Fund,2013-14,current,2013-04-01,2014-03-31,2014-04-01,14127.0,8255.0,,14127.0,8255.0,,,2.1,10k to 25k,Employment and training,Wales,Cardiff,Local,0,0,,
130528,1145287,Style and Image UK,2013-14,current,2013-04-01,2014-03-31,2014-04-01,14049.0,18799.0,,14049.0,18799.0,,,2.1,10k to 25k,Employment and training,East Midlands,Nottingham,Local,0,0,,
122819,1134352,"Friends @ Kingsley, Harrow Weald",2013-14,current,2013-04-01,2014-03-31,2014-04-01,14021.0,15041.0,,14021.0,15041.0,,,2.1,10k to 25k,Employment and training,London,Harrow,Local,0,0,,
128638,1142870,The Orangutan Tropical Peatland Trust,2013-14,current,2012-12-01,2013-11-30,2013-12-01,14010.0,14391.0,,14143.00633,14527.62342,,,2.1,10k to 25k,Employment and training,East of England,North Hertfordshire,Overseas,0,0,,
127277,1141038,"Friends of St Ann's Well Gardens, Hove",2013-14,current,2013-04-01,2014-03-31,2014-04-01,13877.0,9407.0,,13877.0,9407.0,,,2.1,10k to 25k,Employment and training,South East,Brighton and Hove,Local,0,0,,
132900,1148236,Inspire Skills Centre,2013-14,current,2012-07-12,2013-07-11,2013-07-01,13800.0,8400.0,,14143.61446,8609.156627,,,2.1,10k to 25k,Employment and training,London,Merton,Overseas,0,0,,
56086,1006956,St Marychurch Precinct Centre,2013-14,current,2012-09-01,2013-08-31,2013-09-01,13640.0,13289.0,,13857.19745,13500.60828,,,2.1,10k to 25k,Employment and training,South West,Torbay,Local,0,0,,
66075,1035577,Midlands Ileostomy Association,2013-14,current,2013-01-01,2013-12-31,2014-01-01,13589.0,7299.0,,13767.02183,7394.620087,,,2.1,10k to 25k,Employment and training,West Midlands,Wychavon,Local,0,0,,
107799,1111016,Whole Community Works,2013-14,current,2012-10-01,2013-09-30,2013-10-01,13551.0,16347.0,,13766.78025,16607.30255,,,2.1,10k to 25k,Employment and training,South East,Dartford,Local,0,0,,
112509,1117543,Seedfund Limited,2013-14,current,2013-01-01,2013-12-31,2014-01-01,13501.0,10141.0,,13677.869,10273.85153,,,2.1,10k to 25k,Employment and training,South East,Eastleigh,National and overseas,0,0,,
104910,1106934,Norfolk Smallholders' Training Group,2013-14,current,2012-10-01,2013-09-30,2013-10-01,13484.0,9857.0,,13698.71338,10013.9586,,,2.1,10k to 25k,Employment and training,East of England,Breckland,Local,0,0,,
136849,1153380,Ych Staff Charity,2013-14,current,2013-04-01,2014-03-31,2014-04-01,13349.0,9622.0,,13349.0,9622.0,,,2.1,10k to 25k,Employment and training,Yorkshire and the Humber,Scarborough,National,0,0,,
45016,518794,The Khaleque and Sarifun Memorial Trust,2013-14,current,2012-04-06,2013-04-05,2013-04-01,13342.0,8319.0,,13342.0,8319.0,,,2.1,10k to 25k,Employment and training,North West,Blackburn with Darwen,Local,0,0,,
11510,244186,The 8th Earl of Sandwich Memorial Trust,2013-14,current,2013-04-01,2014-03-31,2014-04-01,13314.0,15784.0,,13314.0,15784.0,,,2.1,10k to 25k,Employment and training,East of England,Huntingdonshire,National,0,0,,
36900,326645,The Potential Trust,2013-14,current,2012-04-06,2013-04-05,2013-04-01,13302.0,9113.0,,13302.0,9113.0,,,2.1,10k to 25k,Employment and training,South East,South Oxfordshire,National,0,0,,
136469,1152900,Friends of Hopwood Park,2013-14,current,2013-04-01,2014-03-31,2014-04-01,13285.0,5795.0,,13285.0,5795.0,,,2.1,10k to 25k,Employment and training,North West,Rochdale,Local,0,0,,
112991,1118213,Kirklees Duke of Edinburgh's Award Trust,2013-14,current,2013-04-01,2014-03-31,2014-04-01,13274.0,2962.0,,13274.0,2962.0,,,2.1,10k to 25k,Employment and training,Yorkshire and the Humber,Kirklees,Local,0,0,,
120601,1129452,Luv Preston,2013-14,current,2013-01-01,2013-12-31,2014-01-01,13173.0,18029.0,,13345.57205,18265.18777,,,2.1,10k to 25k,Employment and training,North West,Preston,Local,0,0,,
58388,1016119,Stratford -Upon -Avon Group of Advanced Motorists,2013-14,current,2013-04-01,2014-03-31,2014-04-01,13005.0,11824.0,,13005.0,11824.0,,,2.1,10k to 25k,Employment and training,West Midlands,Warwick,Local,0,0,,
27293,292969,Devon Rural Skills Trust,2013-14,current,2013-04-01,2014-03-31,2014-04-01,12941.0,11720.0,,12941.0,11720.0,,,2.1,10k to 25k,Employment and training,South West,Exeter,Local,0,0,,
6615,224157,Eleemosynary Charity of Giles Heron,2013-14,current,2013-04-01,2014-03-31,2014-04-01,12933.0,16582.0,,12933.0,16582.0,,,2.1,10k to 25k,Employment and training,North East,Northumberland,Local,0,0,,
100368,1100360,Helping Hands for Under Privileged,2013-14,current,2013-01-01,2013-12-31,2014-01-01,12858.0,8868.0,,13026.44541,8984.174672,,,2.1,10k to 25k,Employment and training,London,Harrow,Overseas,0,0,,
128719,1142971,Touch 1000 Lives,2013-14,current,2013-01-01,2013-12-31,2014-01-01,12849.0,13836.0,,13017.32751,14017.25764,,,2.1,10k to 25k,Employment and training,West Midlands,Worcester,Overseas,0,0,,
92705,1088135,Ethnic Minority Training Project (Luton),2013-14,current,2012-04-06,2013-04-05,2013-04-01,12816.0,14978.0,,12816.0,14978.0,,,2.1,10k to 25k,Employment and training,East of England,Luton,Local,0,0,,
125863,1139130,St Peter's School Parent Staff Association,2013-14,current,2012-09-01,2013-08-31,2013-09-01,12809.0,20526.0,,13012.96497,20852.84713,,,2.1,10k to 25k,Employment and training,East of England,St Albans,Local,0,0,,
125741,1138960,Friends of Suchana,2013-14,current,2013-04-06,2014-03-31,2014-04-01,12783.0,5675.0,,12783.0,5675.0,,,2.1,10k to 25k,Employment and training,,,Overseas,0,0,,
114039,1119682,Upholland and District U3A,2013-14,current,2013-04-01,2014-03-31,2014-04-01,12732.0,15155.0,,12732.0,15155.0,,,2.1,10k to 25k,Employment and training,North West,St. Helens,Local,0,0,,
111602,1116325,Via Design,2013-14,current,2013-01-01,2013-12-31,2014-01-01,12712.0,15681.0,,12878.53275,15886.42795,,,2.1,10k to 25k,Employment and training,London,Enfield,Overseas,0,0,,
125684,1138881,Farnsfield St Michaels Parent & Staff Association,2013-14,current,2013-04-01,2014-03-31,2014-04-01,12699.0,11020.0,,12699.0,11020.0,,,2.1,10k to 25k,Employment and training,East Midlands,Newark and Sherwood,Local,0,0,,
62509,1027432,Mariners of Bewl,2013-14,current,2013-02-01,2014-01-31,2014-02-01,12675.0,2466.0,,12754.96845,2481.55836,,,2.1,10k to 25k,Employment and training,South East,Maidstone,Local,0,0,,
40552,507848,Planned-Retirement Association of Greater Manchester,2013-14,current,2013-04-01,2014-03-30,2014-03-01,12644.0,21726.0,,12688.74872,21802.89107,,,2.1,10k to 25k,Employment and training,North West,Manchester,Local,0,0,,
75869,1055934,Swansea Multicultural Women's Resource and Training Centre Limited,2013-14,current,2013-04-01,2014-03-31,2014-04-01,12631.0,13331.0,,12631.0,13331.0,,,2.1,10k to 25k,Employment and training,Wales,Swansea,Local,0,0,,
9065,233916,Cwmtwrch Miners' Welfare Hall,2013-14,current,2013-01-01,2013-12-31,2014-01-01,12618.0,7019.0,,12783.30131,7110.951965,,,2.1,10k to 25k,Employment and training,Wales,Powys,Local,0,0,,
129452,1143908,Friends of Windlesham,2013-14,current,2012-09-01,2013-08-31,2013-09-01,12591.0,14505.0,,12791.49363,14735.97134,,,2.1,10k to 25k,Employment and training,South East,Brighton and Hove,Local,0,0,,
21187,277860,Hassocks Amenity Association,2013-14,current,2013-03-01,2014-02-28,2014-03-01,12446.0,4194.0,,12490.04797,4208.843099,,,2.1,10k to 25k,Employment and training,South East,Mid Sussex,Local,0,0,,
90496,1084414,Basingstoke Gateway Award Project,2013-14,current,2012-06-01,2013-05-31,2013-06-01,12353.0,4559.0,,12660.58474,4672.517269,,,2.1,10k to 25k,Employment and training,South East,Basingstoke and Deane,Local,0,0,,
119587,1127545,Friends of Trinity,2013-14,current,2012-08-01,2013-07-31,2013-08-01,12300.0,21978.0,,12540.79105,22408.2525,,,2.1,10k to 25k,Employment and training,South West,North Somerset,Local,0,0,,
135148,1151191,Gambian Partnership Support Limited,2013-14,current,2013-04-01,2014-03-31,2014-04-01,12270.0,12157.0,,12270.0,12157.0,,,2.1,10k to 25k,Employment and training,South East,Milton Keynes,National and overseas,0,0,,
93088,1088796,Satnam Training and Education Project,2013-14,current,2013-04-01,2014-03-31,2014-04-01,12250.0,4205.0,,12250.0,4205.0,,,2.1,10k to 25k,Employment and training,West Midlands,Birmingham,Local,0,0,,
120009,1128329,Migrant Workers Sefton Community,2013-14,current,2013-03-01,2014-02-28,2014-03-01,12216.0,9109.0,,12259.23398,9141.237908,,,2.1,10k to 25k,Employment and training,North West,Sefton,Local,0,0,,
127229,1140986,Friends of St Cuthbert Mayne,2013-14,current,2012-09-01,2013-08-31,2013-09-01,12199.0,15057.0,,12393.25159,15296.76115,,,2.1,10k to 25k,Employment and training,South East,Waverley,Local,0,0,,
132095,1147220,Rebound Ability,2013-14,current,2012-06-25,2013-06-24,2013-06-01,12194.0,12957.0,,12497.6257,13279.6241,,,2.1,10k to 25k,Employment and training,London,Croydon,Local,0,0,,
77379,1059087,Kshatrya Sabha London,2013-14,current,2013-01-01,2013-12-31,2014-01-01,12140.0,7799.0,,12299.0393,7901.170306,,,2.1,10k to 25k,Employment and training,London,Newham,Local,0,0,,
121428,1131128,Gatehouse Parents Association,2013-14,current,2012-09-02,2013-09-01,2013-09-01,12072.0,2377.0,,12264.2293,2414.850318,,,2.1,10k to 25k,Employment and training,London,Tower Hamlets,Local,0,0,,
35869,311683,Lumb's Educational Foundation,2013-14,current,2013-01-01,2013-12-31,2014-01-01,12036.0,11780.0,,12193.67686,11934.32314,,,2.1,10k to 25k,Employment and training,South West,Cheltenham,Local,0,0,,
127744,1141694,Friends of Richmond Park Sheffield.,2013-14,current,2013-01-01,2013-12-31,2014-01-01,12023.0,12859.0,,12180.50655,13027.45852,,,2.1,10k to 25k,Employment and training,Yorkshire and the Humber,Sheffield,Local,0,0,,
118805,1126342,Friends of Malvern Way,2013-14,current,2012-09-01,2013-08-31,2013-09-01,12017.0,14001.0,,12208.3535,14223.94586,,,2.1,10k to 25k,Employment and training,East of England,Three Rivers,Local,0,0,,
128977,1143288,The Gunstone Trust,2013-14,current,2012-07-01,2013-06-30,2013-07-01,12008.0,20224.0,,12306.99438,20727.56948,,,2.1,10k to 25k,Employment and training,South West,West Dorset,Local,0,0,,
99482,1099021,The Knotted Note Limited,2013-14,current,2012-10-01,2013-09-30,2013-10-01,11984.0,15561.0,,12174.82803,15808.78662,,,2.1,10k to 25k,Employment and training,Yorkshire and the Humber,North Lincolnshire,Local,0,0,,
130115,1144753,Deepdene Seniors Learning Skills Club,2013-14,current,2013-04-01,2014-03-31,2014-04-01,11940.0,14165.0,,11940.0,14165.0,,,2.1,10k to 25k,Employment and training,London,Bexley,Local,0,0,,
118862,1126429,Friends of Benthal,2013-14,current,2012-09-01,2013-08-31,2013-09-01,11933.0,7153.0,,12123.01592,7266.901274,,,2.1,10k to 25k,Employment and training,London,Hackney,Local,0,0,,
99948,1099704,Kick (Kickstart Initiatives for Community Kids),2013-14,current,2012-04-06,2013-04-05,2013-04-01,11932.0,6137.0,,11932.0,6137.0,,,2.1,10k to 25k,Employment and training,London,Ealing,Local,0,0,,
126383,1139853,Transition Bath Limited,2013-14,current,2013-04-01,2014-03-31,2014-04-01,11846.0,13331.0,,11846.0,13331.0,,,2.1,10k to 25k,Employment and training,South West,Bath and North East Somerset,Local,0,0,,
133485,1148961,Bugs 2 Butterflies,2013-14,current,2012-04-02,2013-04-01,2013-04-01,11835.0,9459.0,,11835.0,9459.0,,,2.1,10k to 25k,Employment and training,North West,Blackpool,Local,0,0,,
103128,1104355,The Educators Trust Fund,2013-14,current,2013-04-01,2014-03-31,2014-04-01,11823.0,7766.0,,11823.0,7766.0,,,2.1,10k to 25k,Employment and training,London,Westminster,National,0,0,,
119205,1126941,Friends of St Helen's (Fosh),2013-14,current,2012-09-01,2013-08-31,2013-09-01,11781.0,8142.0,,11968.59554,8271.649682,,,2.1,10k to 25k,Employment and training,London,Newham,Local,0,0,,
133798,1149390,Stars,2013-14,current,2012-09-01,2013-08-31,2013-09-01,11679.0,2872.0,,11864.97134,2917.732484,,,2.1,10k to 25k,Employment and training,East of England,Huntingdonshire,Local,0,0,,
118886,1126461,North Notts Schools Workers' Trust,2013-14,current,2012-09-01,2013-08-31,2013-09-01,11558.0,33508.0,,11742.04459,34041.56688,,,2.1,10k to 25k,Employment and training,East Midlands,Bassetlaw,Local,0,0,,
122110,1132695,Whirley School Association,2013-14,current,2012-09-01,2013-08-31,2013-09-01,11526.0,12653.0,,11709.53503,12854.48089,,,2.1,10k to 25k,Employment and training,North West,Cheshire East,Local,0,0,,
124169,1136638,Oakhill Association,2013-14,current,2012-09-01,2013-08-31,2013-09-01,11344.0,16339.0,,11524.63694,16599.17516,,,2.1,10k to 25k,Employment and training,North West,Ribble Valley,Local,0,0,,
124616,1137285,Cymdeithas Neuadd Yr Ysgol,2013-14,current,2012-10-01,2013-09-30,2013-10-01,11301.0,10293.0,,11480.95223,10456.90127,,,2.1,10k to 25k,Employment and training,Wales,Carmarthenshire,Local,0,0,,
118483,1125875,Friends of Highfield Road Park,2013-14,current,2012-08-05,2013-08-04,2013-08-01,11189.0,12264.0,,11408.04155,12504.0863,,,2.1,10k to 25k,Employment and training,North West,Blackpool,Local,0,0,,
115226,1121369,Uttoxeter & District U3A,2013-14,current,2013-04-01,2014-03-31,2014-04-01,11175.0,9825.0,,11175.0,9825.0,,,2.1,10k to 25k,Employment and training,West Midlands,East Staffordshire,Local,0,0,,
87907,1079738,Tynedale Women's Training Group,2013-14,current,2013-04-01,2014-03-31,2014-04-01,11146.0,16754.0,,11146.0,16754.0,,,2.1,10k to 25k,Employment and training,North East,Northumberland,Local,0,0,,
119452,1127329,Oswestry University of the Third Age,2013-14,current,2012-11-01,2013-10-31,2013-11-01,11132.0,10791.0,,11295.77097,10949.75427,,,2.1,10k to 25k,Employment and training,West Midlands,Shropshire,Local,0,0,,
133472,1148946,Wythenshawe Kenpo Ju-Jitsu Association,2013-14,current,2013-01-01,2013-12-31,2014-01-01,10935.0,10900.0,,11078.25328,11042.79476,,,2.1,10k to 25k,Employment and training,North West,Manchester,Local,0,0,,
127251,1141011,Crowthorne Hopezone,2013-14,current,2013-03-01,2014-02-28,2014-03-01,10864.0,4799.0,,10902.44908,4815.984271,,,2.1,10k to 25k,Employment and training,South East,Bracknell Forest,Local,0,0,,
125478,1138589,Camp School Parents' Association,2013-14,current,2012-09-01,2013-08-31,2013-09-01,10797.0,12905.0,,10968.92675,13110.49363,,,2.1,10k to 25k,Employment and training,East of England,St Albans,Local,0,0,,
134246,1149981,Soapbox Training Trust,2013-14,current,2013-04-01,2014-03-31,2014-04-01,10778.0,8305.0,,10778.0,8305.0,,,2.1,10k to 25k,Employment and training,South East,Canterbury,National,0,0,,
116415,1122993,Dunham on the Hill and Hapsford Community Project Ltd,2013-14,current,2012-10-01,2013-09-30,2013-10-01,10676.0,10768.0,,10846.0,10939.46497,,,2.1,10k to 25k,Employment and training,North West,Cheshire West and Chester,Local,0,0,,
3309,211188,The Forebridge Charity,2013-14,current,2013-01-01,2013-12-31,2014-01-01,10567.0,8076.0,,10705.43231,8181.799127,,,2.1,10k to 25k,Employment and training,West Midlands,Stafford,Local,0,0,,
114912,1120936,Jericho Centre,2013-14,current,2012-04-01,2013-08-31,2013-09-01,10567.0,9236.0,,10735.26433,9383.070064,,,2.1,10k to 25k,Employment and training,West Midlands,Birmingham,Local,0,0,,
109090,1112832,Turn Around,2013-14,current,2012-10-01,2013-09-30,2013-10-01,10564.0,22912.0,,10732.21656,23276.84076,,,2.1,10k to 25k,Employment and training,London,Bromley,Local,0,0,,
26037,289807,Bristol Advanced Motorists,2013-14,current,2013-01-01,2013-12-31,2014-01-01,10505.0,9918.0,,10642.62009,10047.93013,,,2.1,10k to 25k,Employment and training,South West,South Gloucestershire,Local,0,0,,
87906,1079737,Marjorie Richardson's,2013-14,current,2013-04-01,2014-03-31,2014-04-01,10447.0,9561.0,,10447.0,9561.0,,,2.1,10k to 25k,Employment and training,South East,Woking,Local,0,0,,
104467,1106293,The Fishguard & District Stroke Club,2013-14,current,2013-04-01,2014-03-31,2014-04-01,10413.0,11574.0,,10413.0,11574.0,,,2.1,10k to 25k,Employment and training,Wales,Pembrokeshire,Local,0,0,,
114105,1119772,The Ted Foundation,2013-14,current,2012-06-01,2013-05-31,2013-06-01,10291.0,10306.0,,10547.24177,10562.61526,,,2.1,10k to 25k,Employment and training,South East,Chichester,National,0,0,,
7353,227338,Mabel Grant Trust,2013-14,current,2013-01-01,2013-12-31,2014-01-01,10223.0,7012.0,,10356.92576,7103.860262,,,2.1,10k to 25k,Employment and training,South East,Chichester,Local,0,0,,
121745,1131859,Clifford School Parents & Teachers Association,2013-14,current,2012-09-01,2013-08-31,2013-09-01,10200.0,8897.0,,10362.42038,9038.671975,,,2.1,10k to 25k,Employment and training,Yorkshire and the Humber,Sheffield,Local,0,0,,
68936,1041390,Faith at Work in Worcestershire,2013-14,current,2013-01-01,2013-12-31,2014-01-01,10140.0,8326.0,,10272.83843,8435.074236,,,2.1,10k to 25k,Employment and training,West Midlands,Wychavon,Local,0,0,,
126000,1139313,Ed-Bus.com,2013-14,current,2012-06-01,2013-05-31,2013-06-01,10117.0,16046.0,,10368.90924,16445.53896,,,2.1,10k to 25k,Employment and training,London,Lambeth,Local,0,0,,
118864,1126431,Huxley Trust,2013-14,current,2013-01-02,2014-01-01,2014-01-01,10111.0,7843.0,,10243.45852,7945.746725,,,2.1,10k to 25k,Employment and training,North West,Stockport,National,0,0,,
115539,1121788,Community Advance Project,2013-14,current,2013-04-01,2014-03-31,2014-04-01,10091.0,9079.0,,10091.0,9079.0,,,2.1,10k to 25k,Employment and training,London,Hackney,Local,0,0,,
128983,1143296,Sedgefield Area and Surrounding Communities,2013-14,current,2013-04-01,2014-03-31,2014-04-01,10057.0,7817.0,,10057.0,7817.0,,,2.1,10k to 25k,Employment and training,North East,County Durham,Local,0,0,,
85700,1076004,"Albanian Community ""Faik Konica"" in the UK",2013-14,current,2013-01-01,2013-12-31,2014-01-01,10053.0,8205.0,,10184.69869,8312.489083,,,2.1,10k to 25k,Employment and training,London,Kensington and Chelsea,National,0,0,,
106600,1109285,Gisborough Priory Project Limited,2013-14,current,2013-04-01,2014-03-31,2014-04-01,10043.0,5320.0,,10043.0,5320.0,,,2.1,10k to 25k,Employment and training,North East,Redcar and Cleveland,Local,0,0,,
128099,1142163,Friends of Bourton Meadow,2013-14,current,2012-09-01,2013-08-31,2013-09-01,10024.0,10037.0,,10183.61783,10196.82484,,,2.1,10k to 25k,Employment and training,South East,Aylesbury Vale,Local,0,0,,
133898,1149517,Hope Foundation UK,2013-14,current,2013-01-01,2013-12-31,2014-01-01,10000.0,10100.0,,10131.00437,10232.31441,,,2.1,10k to 25k,Employment and training,London,Tower Hamlets,National,0,0,,
111611,1116338,The Benin Trust,2013-14,current,2012-11-01,2013-10-31,2013-11-01,9985.0,9941.0,,10131.89662,10087.2493,,,2.1,10k to 25k,Employment and training,London,Newham,Local,0,0,,
114433,1120260,Best Recruitment & Training,2013-14,current,2012-08-01,2013-07-31,2013-08-01,9935.0,9935.0,,10129.49261,10129.49261,,,2.1,10k to 25k,Employment and training,London,Newham,National,0,0,,
129870,1144445,Shattered Lives,2013-14,current,2012-08-14,2013-08-13,2013-08-01,9930.0,8930.0,,10124.39473,9104.818218,,,2.1,10k to 25k,Employment and training,London,Barking and Dagenham,National and overseas,0,0,,
127194,1140941,Grove Park School Hsa,2013-14,current,2012-09-02,2013-07-31,2013-08-01,9886.0,7004.0,,10079.53336,7141.113863,,,2.1,10k to 25k,Employment and training,South East,Swale,Local,0,0,,
